time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss,train/clip_fraction,train/std,train/clip_range,train/entropy_loss,train/explained_variance,train/value_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward,curriculum/shake_force
3886,215,619.71,617.3831961000001,226,880640,,,,,,,,,,,,,,0.0732421875
3896,216,622.87,620.50093689,227,884736,4.129066666666667e-05,-0.000638929326669313,2150,0.03984306752681732,0.1023681640625,0.33861005306243896,0.04129066666666667,-0.3357110273092985,0.732601523399353,0.08157314918935299,0.0005271441,,,
3906,217,619.72,617.4811811100001,227,888832,4.10176e-05,-0.0011428672456531785,2160,0.018144655972719193,0.1052734375,0.33897310495376587,0.0410176,-0.3365342151373625,0.7554118037223816,0.02663424476631917,0.0003685776,,,
3917,218,617.0,614.8714259100001,227,892928,4.0744533333333336e-05,-0.0012016307635349221,2170,-0.0020710062235593796,0.0712890625,0.3388099670410156,0.04074453333333333,-0.3369092334061861,0.8288507461547852,0.0038852932353620417,0.00017507929,,,
3928,219,642.28,640.1507074699999,228,897024,4.047146666666667e-05,-0.0008119116391753778,2180,0.020133554935455322,0.1697998046875,0.33892375230789185,0.04047146666666667,-0.3366977471858263,0.8668268322944641,0.02609685971401632,0.00042369004,,,
,,,,,900000,4.0198400000000005e-05,-0.0009085348907319713,2190,0.002919748891144991,0.101220703125,0.3391468822956085,0.0401984,-0.33725965656340123,0.7754091620445251,0.01550208113330882,0.00048769344,943.4,940.8796886,
3993,220,624.73,622.668672,225,901120,,,,,,,,,,,,,,0.0732421875
4003,221,621.3,619.18806421,226,905216,3.9925333333333336e-05,0.00020057715300936252,2200,0.029168421402573586,0.0965087890625,0.3393971920013428,0.03992533333333334,-0.33795406557619573,0.8055604696273804,0.02982329678488895,0.000458801,,,
4013,222,602.93,600.8077350799999,226,909312,3.965226666666667e-05,-0.0004244493793521542,2210,0.020996639505028725,0.0861083984375,0.3394874036312103,0.03965226666666667,-0.33845521360635755,0.6792469024658203,0.050436000409536066,0.0003627762,,,
4023,223,608.6,606.5619391099999,226,913408,3.9379200000000004e-05,-0.0006751317734597251,2220,0.0015928293578326702,0.1052734375,0.3400978446006775,0.0393792,-0.3394979130476713,0.8272988796234131,0.02133303819282446,0.00042270246,,,
4033,224,598.75,596.71007618,227,917504,3.910613333333334e-05,-0.0003503081839880906,2230,0.013767564669251442,0.122900390625,0.34062737226486206,0.03910613333333334,-0.34126484878361224,0.8486706018447876,0.019507268104644027,0.00019647102,,,
,,,,,920000,3.883306666666668e-05,-0.0007368527178186924,2240,-0.001176738878712058,0.0576416015625,0.34092310070991516,0.03883306666666667,-0.3424444209784269,0.9901124835014343,0.0003022240414793487,0.00017457073,843.3,841.0707633,
4091,225,609.34,607.3353800799999,225,921600,,,,,,,,,,,,,,0.091552734375
4101,226,603.98,601.93201377,225,925696,3.856000000000001e-05,-0.0005773138516815379,2250,0.029968157410621643,0.0949462890625,0.3411176800727844,0.03856000000000001,-0.343153016269207,0.6923189163208008,0.05444762739352882,0.00028120895,,,
4111,227,598.01,595.96490026,226,929792,3.828693333333333e-05,-0.00046861331647960467,2260,0.0026079323142766953,0.08662109375,0.3410004675388336,0.03828693333333333,-0.34333627484738827,0.9198200702667236,0.007554945183801465,0.00036490808,,,
4121,228,613.2,611.1476163599999,226,933888,3.801386666666666e-05,-0.0005887987863388844,2270,0.013749212957918644,0.0944580078125,0.3415217101573944,0.03801386666666667,-0.3436910632997751,0.8264974355697632,0.020277634040394333,0.0004909525,,,
4131,229,604.05,602.02170389,227,937984,3.77408e-05,-0.0003469799368758686,2280,-0.001834553200751543,0.073828125,0.34150660037994385,0.0377408,-0.34472835510969163,-2.692427158355713,0.00029751829697488574,0.00013532952,,,
,,,,,940000,3.7467733333333334e-05,-0.0013362727244384588,2290,0.006288115866482258,0.1594482421875,0.3419414162635803,0.037467733333333336,-0.34501202441751955,0.7319670915603638,0.03618384696310386,0.00050535775,643.6,641.6653427000001,
4176,230,617.61,615.55017622,225,942080,,,,,,,,,,,,,,0.091552734375
4186,231,630.62,628.58422208,226,946176,3.7194666666666665e-05,-0.0007880806209868751,2300,0.004193635191768408,0.097216796875,0.3422210216522217,0.03719466666666667,-0.3461799018085003,0.6773607730865479,0.02936394193675369,0.0003009781,,,
4196,232,631.27,629.23749219,226,950272,3.6921599999999996e-05,-0.0006687134453386534,2310,0.002235580235719681,0.0781494140625,0.34250807762145996,0.0369216,-0.3470494482666254,0.8321058750152588,0.012488407274940983,0.000210888,,,
4207,233,639.25,637.2075717399999,226,954368,3.664853333333334e-05,-0.0004931931107421406,2320,0.04692171886563301,0.1021728515625,0.342022180557251,0.03664853333333333,-0.3468616854399443,0.6636068820953369,0.07091748288366943,0.0003895979,,,
4217,234,651.67,649.59886711,227,958464,3.637546666666667e-05,-0.00035940864254371265,2330,-0.00034267199225723743,0.0780029296875,0.3421747088432312,0.036375466666666675,-0.346218815818429,0.4001515507698059,0.005465867564635118,0.0001636742,,,
,,,,,960000,3.61024e-05,-0.00039473237993661316,2340,0.00999956950545311,0.103662109375,0.34258151054382324,0.03610240000000001,-0.3470128808170557,0.7023971080780029,0.040102460712660104,0.00030503006,615.4,613.3351806999999,
4260,235,661.4,659.31575282,225,962560,,,,,,,,,,,,,,0.091552734375
4271,236,653.12,651.05164092,226,966656,3.582933333333333e-05,-0.0008401548519032076,2350,0.03312772512435913,0.1119384765625,0.3430010974407196,0.03582933333333334,-0.34834377802908423,0.6795064806938171,0.0565802855649963,0.00041351578,,,
4280,237,686.14,684.0084599400001,226,970752,3.555626666666668e-05,-0.0006030346383340656,2360,0.04174024611711502,0.08056640625,0.3430924713611603,0.03555626666666667,-0.3490565579384565,0.7455556988716125,0.050780488480813804,0.00016394383,,,
4290,238,686.14,684.0405088699999,227,974848,3.528320000000001e-05,-0.0006977575962082483,2370,-0.0002296295715495944,0.0718505859375,0.3431977927684784,0.0352832,-0.3492468800395727,0.7248885631561279,0.003641731625975808,0.00019408566,,,
4300,239,694.62,692.4973835700001,227,978944,3.501013333333334e-05,-0.0003722191118868068,2380,-0.001689698314294219,0.0715576171875,0.3430546820163727,0.035010133333333346,-0.34942879900336266,0.16423916816711426,0.0018344023541430944,0.00014395521,,,
,,,,,980000,3.473706666666667e-05,-0.0008028919299249537,2390,4.500837530940771e-05,0.087841796875,0.3424883186817169,0.03473706666666668,-0.3483250871300697,0.9689347743988037,0.002087934807059355,0.0003547922,666.7,664.6074580000001,
4347,240,708.35,706.1446456099999,226,983040,,,,,,,,,,,,,,0.091552734375
4356,241,695.17,692.9355009800003,226,987136,3.4464e-05,-0.0006343128246953711,2400,0.03112829104065895,0.1238037109375,0.3428618907928467,0.034463999999999995,-0.34783923290669916,0.6013540029525757,0.05407532891258597,0.0003519185,,,
4366,242,694.36,692.07012489,226,991232,3.419093333333333e-05,-0.0008513141161529348,2410,0.03490579128265381,0.123681640625,0.3431648015975952,0.034190933333333326,-0.34894474036991596,0.6644500494003296,0.052905700367409735,0.00037847128,,,
4376,243,692.24,689.97683234,227,995328,3.391786666666666e-05,-0.00046144535299390553,2420,0.016131486743688583,0.1239990234375,0.343291699886322,0.03391786666666667,-0.34962336011230943,0.8401597738265991,0.021423087717266753,0.00026314385,,,
4386,244,695.36,693.05942151,227,999424,3.364479999999999e-05,-0.0006125960353529081,2430,0.019356239587068558,0.123291015625,0.3435015380382538,0.0336448,-0.34992040060460566,0.7219082117080688,0.05650237981462851,0.00024520373,,,
,,,,,1000000,3.337173333333334e-05,-0.00019891645133611745,2440,0.015779830515384674,0.1304443359375,0.34374624490737915,0.033371733333333334,-0.35074963197112086,0.47594350576400757,0.026584532664855942,0.00041187013,475.1,473.45007369999996,
4423,245,678.83,676.5510892500001,226,1003520,,,,,,,,,,,,,,0.091552734375
4432,246,685.18,682.9140818100001,227,1007616,3.309866666666667e-05,-0.0004964807056239806,2450,0.013958116993308067,0.096533203125,0.3442608714103699,0.033098666666666665,-0.3517929408699274,0.7828601598739624,0.04376934509491548,0.00019172755,,,
4442,247,676.11,673.8188997199999,227,1011712,3.28256e-05,-0.0008520681119989603,2460,0.0004915930330753326,0.066943359375,0.3440989553928375,0.032825599999999996,-0.3525246445089579,0.9438734650611877,0.0039773147131199945,0.00017838375,,,
4452,248,690.61,688.25193515,228,1015808,3.255253333333333e-05,-0.000268992519704625,2470,0.0018465708708390594,0.111767578125,0.34421494603157043,0.03255253333333334,-0.3522645507007837,0.5448728799819946,0.008908310206606984,0.00024839467,,,
4462,249,698.95,696.58616201,228,1019904,3.2279466666666675e-05,-0.0006505721947178244,2480,0.0177144818007946,0.1313232421875,0.34441646933555603,0.03227946666666667,-0.3526713244616985,0.5628530383110046,0.03147879907046445,0.0005394038,,,
,,,,,1020000,3.2006400000000006e-05,-0.0007063609169563279,2490,0.0005784254753962159,0.0723876953125,0.3441469669342041,0.032006400000000004,-0.3527802314609289,0.9219369292259216,0.0018594789853523253,0.00016972444,681.6,679.4397716,
4509,250,681.64,679.3151313600001,227,1024000,,,,,,,,,,,,,,0.091552734375
4519,251,659.29,657.0118496799998,227,1028096,3.173333333333334e-05,-0.0004340407846029848,2500,0.017525548115372658,0.130908203125,0.3442702889442444,0.031733333333333336,-0.35230285711586473,0.7331619262695312,0.042262360296444965,0.00024916825,,,
4529,252,663.98,661.68206384,227,1032192,3.146026666666667e-05,-0.00025264778960263354,2510,0.03591009974479675,0.0748779296875,0.34447169303894043,0.03146026666666667,-0.3528875093907118,0.8147162199020386,0.0585376099916175,0.00011342912,,,
4539,253,655.29,653.09515199,228,1036288,3.118720000000001e-05,-0.0007833748109987937,2520,0.0015453617088496685,0.0876953125,0.344480037689209,0.031187200000000012,-0.35326441898941996,0.7921038269996643,0.011650557289249264,0.00021330119,,,
,,,,,1040000,3.091413333333334e-05,-0.0006507819460239261,2530,0.012922937981784344,0.109423828125,0.344627320766449,0.030914133333333343,-0.3534371916204691,0.7522430419921875,0.0330310748424381,0.00018309768,883.6,881.1526341000001,
4597,254,635.01,632.8050419100001,226,1040384,,,,,,,,,,,,,,0.091552734375
4607,255,630.59,628.3943114100001,226,1044480,3.0641066666666674e-05,-0.0006743158912286163,2540,0.009102074429392815,0.097265625,0.34479451179504395,0.030641066666666675,-0.3538086965680122,0.8987293243408203,0.01582394484867109,0.00020202511,,,
4617,256,611.06,608.8657325300001,227,1048576,3.036799999999999e-05,-0.0004561018431559205,2550,0.02656581997871399,0.099462890625,0.3451478183269501,0.030367999999999992,-0.35459253154695036,0.50281822681427,0.07014149930328131,0.000328821,,,
4627,257,615.41,613.26960947,227,1052672,3.0094933333333336e-05,3.416901017772034e-05,2560,0.017331233248114586,0.116650390625,0.34523943066596985,0.030094933333333337,-0.35530382543802264,0.830923855304718,0.033261006511747834,0.00042056668,,,
4636,258,625.09,622.9379053599998,227,1056768,2.9821866666666666e-05,-0.00039006404986139385,2570,0.026146207004785538,0.1027587890625,0.345851868391037,0.02982186666666667,-0.35616748221218586,0.7058852910995483,0.03921275082975626,0.0002858733,,,
,,,,,1060000,2.9548799999999997e-05,-0.0006220734678208828,2580,0.015779854729771614,0.121728515625,0.3462532162666321,0.0295488,-0.3578135799616575,0.7436622381210327,0.038452331768348814,0.00021145165,532.5,530.8014405,
4674,259,599.45,597.35026408,226,1060864,,,,,,,,,,,,,,0.091552734375
4683,260,601.88,599.7958232599999,227,1064960,2.9275733333333328e-05,-0.0004687616325099953,2590,0.020871026441454887,0.1129638671875,0.3464260399341583,0.02927573333333333,-0.3585296243429184,0.7685654759407043,0.05243599828099832,0.00021413193,,,
4692,261,605.52,603.3900977599999,227,1069056,2.9002666666666673e-05,-0.0005012224974052515,2600,0.0031305975280702114,0.0875,0.3463699221611023,0.029002666666666663,-0.35884373635053635,0.8923646807670593,0.010693710813939106,0.00017541689,,,
4701,262,557.56,555.5148936100001,228,1073152,2.8729600000000004e-05,-0.0006317684295936487,2610,0.019656023010611534,0.13212890625,0.34667399525642395,0.028729600000000008,-0.35901784598827363,0.5911770462989807,0.04178485028678551,0.00026249816,,,
4711,263,548.53,546.46959671,228,1077248,2.8456533333333334e-05,-0.0004745107071357779,2620,0.03620707243680954,0.10908203125,0.3467692732810974,0.02845653333333334,-0.3596987914294004,0.8253005743026733,0.05563009406905621,0.00016350503,,,
,,,,,1080000,2.8183466666666665e-05,-0.0002975377647089772,2630,0.017282182350754738,0.1146728515625,0.3465877175331116,0.02818346666666667,-0.3595576424151659,0.5927513241767883,0.057960938778705895,0.000204965,621.7,620.0550199,
4754,264,542.37,540.24136867,227,1081344,,,,,,,,,,,,,,0.091552734375
4764,265,562.61,560.45483981,227,1085440,2.791040000000001e-05,-0.0004813944295165129,2640,0.03378128632903099,0.0928955078125,0.3468920886516571,0.027910400000000002,-0.3595947343856096,0.6989655494689941,0.06935906286817044,0.00015556063,,,
4773,266,566.29,564.1227827900001,228,1089536,2.763733333333334e-05,-0.0003080737820710056,2650,0.02215293049812317,0.0929443359375,0.347234845161438,0.027637333333333333,-0.36067253313958647,0.8354502320289612,0.03208443482872099,0.00013736455,,,
4782,267,551.42,549.2907221199999,228,1093632,2.736426666666667e-05,-0.0005087335477583111,2660,0.001714716898277402,0.1334716796875,0.3472307026386261,0.02736426666666668,-0.3612160082906485,0.786263644695282,0.02039118152752053,0.00016306569,,,
4792,268,548.53,546.37421451,229,1097728,2.7091200000000002e-05,-0.00038874876117915845,2670,0.017094068229198456,0.0886474609375,0.3473415672779083,0.02709120000000001,-0.36132511086761954,0.863402783870697,0.034288450796157124,0.00015210155,,,
,,,,,1100000,2.6818133333333333e-05,-0.00035761634208029134,2680,0.025371868163347244,0.1030029296875,0.34750571846961975,0.02681813333333334,-0.3617402173578739,0.7447466850280762,0.05160948573611677,0.00013577503,755.6,753.2528301,
4840,269,556.02,553.9054706799999,227,1101824,,,,,,,,,,,,,,0.091552734375
4849,270,551.68,549.6308468799999,228,1105920,2.6545066666666664e-05,-0.0003913921711500734,2690,0.0318928025662899,0.114404296875,0.3474994897842407,0.02654506666666666,-0.3619439616799355,0.7726918458938599,0.03681715779239312,0.0001930724,,,
4858,271,575.25,573.18725692,228,1110016,2.6271999999999995e-05,-0.000151002558413893,2700,0.011079195886850357,0.1387451171875,0.34760838747024536,0.026272000000000004,-0.3620793424546719,0.6702038645744324,0.026253949763486162,0.00020924678,,,
4867,272,581.02,578.9079836899999,228,1114112,2.5998933333333326e-05,-0.0004412683192640543,2710,0.00017207660130225122,0.0939453125,0.3473774492740631,0.025998933333333335,-0.3620026309043169,-0.6822448968887329,0.0017646461790718603,0.00011315897,,,
4876,273,571.63,569.55366864,229,1118208,2.572586666666667e-05,-0.0004826766082260292,2720,0.01797143928706646,0.10078125,0.3478284776210785,0.025725866666666666,-0.36211006082594394,0.6864374876022339,0.015876181521161926,0.00015579727,,,
,,,,,1120000,2.54528e-05,-0.0006348297203658149,2730,0.012235899455845356,0.1267822265625,0.34797045588493347,0.025452799999999998,-0.3631237044930458,0.7562466263771057,0.053885177127085626,0.00020053788,782.6,780.6409208,
4926,274,551.07,548.98971815,227,1122304,,,,,,,,,,,,,,0.091552734375
4935,275,550.31,548.2599720600001,228,1126400,2.5179733333333332e-05,-0.0006709922250593081,2740,0.011391082778573036,0.0826904296875,0.34824347496032715,0.02517973333333333,-0.36362423934042454,0.8353325724601746,0.06056891717016697,0.00010316416,,,
4945,276,579.93,577.89764608,228,1130496,2.4906666666666663e-05,-0.00020450960582820698,2750,0.0009698325302451849,0.106689453125,0.348224401473999,0.02490666666666666,-0.3640511710196733,0.7918678522109985,0.022894615665427408,9.59421e-05,,,
4954,277,584.8,582.7453523600001,228,1134592,2.4633600000000008e-05,-0.0004008149131550454,2760,0.0008072531782090664,0.0893798828125,0.34836137294769287,0.024633600000000005,-0.364243833348155,0.7390971183776855,0.023101958993356674,0.000101053214,,,
4963,278,589.77,587.7493691399999,229,1138688,2.436053333333334e-05,-0.0003912345076969359,2770,0.029074423015117645,0.0985107421875,0.34838658571243286,0.024360533333333337,-0.3645023345947266,0.7251162528991699,0.05426008920185268,0.00018135071,,,
,,,,,1140000,2.408746666666667e-05,-0.0004767861100845039,2780,-0.0001052153529599309,0.092138671875,0.3485086262226105,0.024087466666666668,-0.3646433144807816,0.9761428236961365,0.0009087290160096018,8.04094e-05,740.1,738.314448,
5011,279,611.95,609.91188053,228,1142784,,,,,,,,,,,,,,0.091552734375
5021,280,620.63,618.55006199,228,1146880,2.38144e-05,-3.911548847099766e-05,2790,0.03506242111325264,0.1477294921875,0.3485727310180664,0.0238144,-0.36495259329676627,0.48765188455581665,0.04648651772877201,0.0001859568,,,
5030,281,624.85,622.77282656,228,1150976,2.354133333333333e-05,-0.0006090488521294901,2800,0.000951011897996068,0.1084228515625,0.34856313467025757,0.02354133333333333,-0.3650801654905081,0.9378277063369751,0.005115174692764413,0.00010607102,,,
5039,282,622.07,620.02484024,229,1155072,2.3268266666666676e-05,-0.0006608391515328549,2810,0.025149738416075706,0.1117919921875,0.34841325879096985,0.023268266666666676,-0.3647276647388935,0.6038600206375122,0.04558030429761857,0.00016486946,,,
5048,283,609.49,607.49093347,229,1159168,2.2995200000000006e-05,-0.00010255086817778647,2820,0.024873990565538406,0.088525390625,0.34830474853515625,0.022995200000000007,-0.36437420584261415,0.801491916179657,0.058030074019916354,7.1444476e-05,,,
,,,,,1160000,2.2722133333333337e-05,-0.000398830947233364,2830,0.00195312756113708,0.0666259765625,0.34826505184173584,0.02272213333333334,-0.36420227885246276,0.9857185482978821,0.0009882470112643205,7.297889e-05,593.1,591.221792,
5088,284,623.77,621.76408518,228,1163264,,,,,,,,,,,,,,0.091552734375
5098,285,604.85,602.8275114400001,228,1167360,2.2449066666666668e-05,-0.0006357384991133586,2840,0.0018336493521928787,0.0909912109375,0.3482779562473297,0.022449066666666656,-0.36413942128419874,0.8929857015609741,0.0030624780571088194,8.1268474e-05,,,
5107,286,599.23,597.24670384,229,1171456,2.2176e-05,-0.00013794766273349522,2850,0.025843339040875435,0.0759765625,0.3483250141143799,0.022176,-0.36421982757747173,0.8086275458335876,0.041082794708199796,8.7839886e-05,,,
5116,287,599.23,597.26034456,229,1175552,2.190293333333333e-05,-0.0006980844074860216,2860,-0.0002339603379368782,0.097119140625,0.3482724130153656,0.021902933333333333,-0.3642366401851177,0.8386427760124207,0.006844213523436338,0.00010806446,,,
5126,288,585.75,583.80600447,230,1179648,2.162986666666666e-05,-0.000272425556613598,2870,0.0011053645284846425,0.10673828125,0.34810569882392883,0.021629866666666664,-0.363950090110302,0.8950361013412476,0.003968466968217399,7.7093544e-05,,,
,,,,,1180000,2.1356800000000005e-05,-0.000276455216226168,2880,0.046985190361738205,0.1169677734375,0.3481582999229431,0.021356799999999995,-0.36374831683933734,0.7818037867546082,0.09650391526520252,0.0001206123,611.1,609.1383705999999,
5170,289,609.65,607.67634611,228,1183744,,,,,,,,,,,,,,0.091552734375
5179,290,620.01,618.03131565,229,1187840,2.1083733333333336e-05,-0.000340865755424602,2890,0.0012991145486012101,0.0901611328125,0.3479843735694885,0.021083733333333327,-0.36359479241073134,0.8932592868804932,0.0035480796177580487,7.609837e-05,,,
5189,291,622.08,620.0858696199999,229,1191936,2.0810666666666667e-05,-0.00035029717328143305,2900,0.007181783206760883,0.1159912109375,0.3483414053916931,0.020810666666666672,-0.3637396551668644,0.837807297706604,0.02345442853984423,8.3207866e-05,,,
5198,292,634.06,632.0689643,230,1196032,2.0537599999999998e-05,-0.0003836769516055938,2910,0.0034990119747817516,0.105517578125,0.34831535816192627,0.020537600000000003,-0.36438598297536373,0.7929583787918091,0.01677869779523462,9.88933e-05,,,
,,,,,1200000,2.026453333333333e-05,-0.000320849493436981,2920,-0.0007897740579210222,0.05615234375,0.3480316698551178,0.020264533333333334,-0.3639140523970127,0.9816316962242126,0.0007310879529541126,4.842387e-05,850.4,848.4311233000001,
5253,293,615.09,613.13155935,228,1200128,,,,,,,,,,,,,,0.091552734375
5262,294,590.17,588.24400141,228,1204224,1.9991466666666673e-05,-0.0004207940379274078,2930,0.011828512884676456,0.123876953125,0.3480232059955597,0.019991466666666666,-0.3634387470781803,0.8219202160835266,0.03380204667337239,9.49308e-05,,,
5272,295,593.01,591.08653269,229,1208320,1.9718400000000004e-05,-0.00033576281712157654,2940,0.013455832377076149,0.1351806640625,0.3479801118373871,0.019718399999999997,-0.3633931532502174,0.8399948477745056,0.03979464578442275,9.73885e-05,,,
5281,296,606.0,604.03977339,229,1212416,1.9445333333333335e-05,9.841406135819852e-05,2950,0.04804478958249092,0.116259765625,0.3477611839771271,0.019445333333333342,-0.3630093477666378,0.7603729367256165,0.05967326962854713,7.064818e-05,,,
5291,297,618.82,616.80646087,229,1216512,1.9172266666666666e-05,-0.0003501270039123483,2960,0.015365577302873135,0.11171875,0.34760862588882446,0.019172266666666674,-0.36242527775466443,0.7327893376350403,0.040669255796819924,0.00011345858,,,
,,,,,1220000,1.889920000000001e-05,-0.000496672467852477,2970,0.02012581005692482,0.131884765625,0.3475998044013977,0.018899200000000005,-0.3621482040733099,0.5240830183029175,0.046236950694583355,7.2502255e-05,487.8,485.9063569,
5328,298,635.73,633.68811867,229,1220608,,,,,,,,,,,,,,0.091552734375
5337,299,607.44,605.4117110999999,229,1224704,1.8626133333333328e-05,-0.00028379234718158843,2980,0.009712660685181618,0.0876220703125,0.34790685772895813,0.018626133333333322,-0.3626123022288084,0.7501815557479858,0.032905667589511724,5.9537997e-05,,,
5347,300,616.16,614.13291206,229,1228800,1.835306666666666e-05,-0.0002467307873303071,2990,0.00842654425650835,0.1198974609375,0.3479999303817749,0.018353066666666668,-0.3632410790771246,0.7456884980201721,0.04667047676630318,0.00015395547,,,
5356,301,608.21,606.1588453700001,230,1232896,1.8080000000000003e-05,-0.0004935481381835416,3000,0.013309704139828682,0.1294677734375,0.34814122319221497,0.01808,-0.3635956715792418,0.8079650402069092,0.02988335060654208,0.00011124044,,,
5366,302,606.71,604.64746103,230,1236992,1.7806933333333334e-05,-0.0002372298127738759,3010,0.02021593227982521,0.1263671875,0.348454087972641,0.01780693333333333,-0.36425257921218873,0.8076685667037964,0.03959789104992524,7.164384e-05,,,
,,,,,1240000,1.7533866666666665e-05,-0.0003978634427767247,3020,0.00048222451005131006,0.071875,0.3482275605201721,0.01753386666666666,-0.3643994152545929,0.9723171591758728,0.002009090890351217,6.0833147e-05,426.5,424.64908449999996,
5398,303,627.88,625.81574442,229,1241088,,,,,,,,,,,,,,0.091552734375
5408,304,651.62,649.52944495,230,1245184,1.7260799999999996e-05,-0.0005194684737944045,3030,0.0024483741726726294,0.118603515625,0.3483486473560333,0.017260799999999993,-0.3641540687531233,0.677239716053009,0.02586012679967098,8.50098e-05,,,
5417,305,649.19,647.06737434,230,1249280,1.6987733333333327e-05,-0.00036051898932782934,3040,0.006839467212557793,0.1244384765625,0.34859976172447205,0.016987733333333338,-0.36469551734626293,0.6700646281242371,0.04325533559313044,0.00010602265,,,
5426,306,623.07,620.97769446,230,1253376,1.671466666666667e-05,-0.0004343317606981145,3050,0.04412199556827545,0.1224365234375,0.34855902194976807,0.01671466666666667,-0.36509112268686295,0.6010775566101074,0.07514035878702999,7.3218034e-05,,,
5435,307,611.64,609.48880646,231,1257472,1.6441600000000002e-05,-0.0003863410121994093,3060,0.019954897463321686,0.11640625,0.3485427796840668,0.0164416,-0.3649210795760155,0.8279948234558105,0.030902798753231764,6.8375215e-05,,,
,,,,,1260000,1.6168533333333333e-05,-0.0001996917333599413,3070,0.026154903694987297,0.1213623046875,0.3485493063926697,0.016168533333333332,-0.3649451155215502,0.6079685688018799,0.06552089075557888,5.8356876e-05,707.5,705.3348772999999,
5482,308,621.2,619.0227282799999,230,1261568,,,,,,,,,,,,,,0.091552734375
5491,309,628.57,626.4315985500001,230,1265664,1.5895466666666664e-05,-0.00019795151019934564,3080,0.03424353897571564,0.091015625,0.3488350510597229,0.015895466666666663,-0.3653533447533846,0.7002959251403809,0.05540362412575632,6.2708976e-05,,,
5501,310,647.99,645.86225906,230,1269760,1.5622400000000008e-05,-0.00014222943063941785,3090,0.006090122275054455,0.094677734375,0.34889325499534607,0.015622400000000009,-0.36586414463818073,0.6379289031028748,0.017943580537394154,3.766369e-05,,,
5511,311,637.07,634.95402637,231,1273856,1.534933333333334e-05,-0.00026605486127664337,3100,0.013208400458097458,0.164599609375,0.34905892610549927,0.01534933333333334,-0.3661714017391205,0.543472409248352,0.04339394745184109,7.9054094e-05,,,
5520,312,640.87,638.8340039,231,1277952,1.507626666666667e-05,-0.00022064802760723978,3110,0.011171439662575722,0.0982421875,0.3491697311401367,0.015076266666666671,-0.3665699936449528,0.9050275683403015,0.018852935306495056,5.3225012e-05,,,
,,,,,1280000,1.48032e-05,-0.00017298489256063477,3120,0.0005433553596958518,0.0941162109375,0.3495216965675354,0.014803200000000002,-0.3672134567052126,0.7790683507919312,0.02395496929239016,5.442729e-05,733.5,731.5233561,
5569,313,646.44,644.42930228,230,1282048,,,,,,,,,,,,,,0.091552734375
5578,314,652.15,650.1392946500001,230,1286144,1.4530133333333332e-05,-0.00025726290623424576,3130,0.03178813308477402,0.109912109375,0.34967514872550964,0.014530133333333334,-0.3679787818342447,0.6542448997497559,0.04378561524208635,3.9640086e-05,,,
5588,315,645.35,643.33485677,230,1290240,1.4257066666666663e-05,-0.0002649179397849366,3140,0.0015933369286358356,0.06767578125,0.3496219217777252,0.014257066666666665,-0.36813866086304187,0.9484124779701233,0.0027724014631530735,3.095338e-05,,,
5597,316,648.76,646.7476352499999,231,1294336,1.3983999999999994e-05,-0.00019477171153994277,3150,0.028153374791145325,0.1279052734375,0.34976905584335327,0.013983999999999996,-0.3681838415563107,0.7972813248634338,0.042532018560450524,6.717717e-05,,,
5606,317,652.59,650.56720347,231,1298432,1.3710933333333338e-05,-0.0001672775062615983,3160,0.005919675342738628,0.1220947265625,0.34972724318504333,0.013710933333333328,-0.3684540517628193,0.7232191562652588,0.02514472373877652,3.584377e-05,,,
,,,,,1300000,1.3437866666666669e-05,-0.00017142178621725178,3170,0.029141299426555634,0.1022705078125,0.3497653007507324,0.013437866666666659,-0.3683456018567085,0.7266255617141724,0.045989491534419356,4.0190702e-05,803.4,800.9863506,
5656,318,653.96,651.92222292,230,1302528,,,,,,,,,,,,,,0.091552734375
5665,319,640.65,638.6240120000001,230,1306624,1.31648e-05,-0.00023148443433456122,3180,0.01532905362546444,0.1174560546875,0.34996137022972107,0.013164800000000004,-0.368656874448061,0.7524887323379517,0.05909461637493223,3.4565586e-05,,,
5674,320,648.99,646.9649232699999,230,1310720,1.289173333333333e-05,-0.00025988745619542897,3190,0.03983563184738159,0.109912109375,0.35028475522994995,0.012891733333333336,-0.369467468559742,0.7055144309997559,0.05730210898909718,4.3699198e-05,,,
5684,321,623.58,621.6183544099999,231,1314816,1.2618666666666661e-05,-0.0002775993503746577,3200,0.009540443308651447,0.1109375,0.35039886832237244,0.012618666666666667,-0.37009512409567835,0.6481728553771973,0.020786577407852745,4.6719462e-05,,,
5693,322,650.89,648.8850802300001,231,1318912,1.2345600000000006e-05,-5.150694778421894e-05,3210,0.012638851068913937,0.1108154296875,0.35043415427207947,0.012345599999999998,-0.3703122016042471,0.9350056648254395,0.021744714738451874,3.2045456e-05,,,
,,,,,1320000,1.2072533333333337e-05,-6.647687769145705e-05,3220,0.0031182430684566498,0.0939453125,0.3503686189651489,0.01207253333333333,-0.3702653478831053,-0.5537930727005005,0.009496320692414883,2.8503942e-05,736.8,734.792635,
5743,323,632.31,630.36613162,230,1323008,,,,,,,,,,,,,,0.091552734375
